id,Longitude,Latitude,severity,n_vehicles,year
200901HT20212,-0.055847,51.514268,3,2,2009
200901HT20213,-0.047246,51.509808,3,2,2009
200901HT20216,-0.026827,51.508747,3,1,2009
200901HT20217,-0.064045,51.514673,3,2,2009
200901HT20218,-0.031867,51.525559,3,1,2009
200901HT20219,-0.069753,51.516026,3,2,2009
200901HT20220,-0.010955,51.525745,3,2,2009
200901HT20221,-0.068029,51.509074,3,3,2009
200901HT20222,-0.066959,51.517329,3,2,2009
200901HT20223,-0.065215,51.51766,3,2,2009
200901HT20224,-0.023134,51.52748,3,2,2009
200901HT20225,-0.062464,51.514557,3,1,2009
200901HT20228,-0.070738,51.523417,3,2,2009
200901HT20229,-0.063768,51.531395,3,2,2009
200901HT20230,-0.061525,51.512923,3,1,2009
200901HT20231,-0.015233,51.530134,3,2,2009
200901HT20232,-0.058147,51.514396,3,2,2009
200901HT20233,-0.0532,51.515483,3,2,2009
200901HT20234,-0.011881,51.511103,3,2,2009
200901HT20235,-0.023235,51.518489,3,2,2009
200901HT20236,-0.040723,51.510689,3,1,2009
200901HT20237,-0.015942,51.530416,3,2,2009
200901HT20238,-0.058719,51.514495,3,1,2009
200901HT20239,-0.055334,51.516148,3,2,2009
200901HT20242,-0.009351,51.496401,2,2,2009
200901HT20243,-0.043647,51.513076,3,2,2009
200901HT20244,-0.040519,51.518779,3,1,2009
200901HT20245,-0.072091,51.515256,3,1,2009
200901HT20246,-0.064702,51.526375,3,2,2009
200901HT20247,-0.025783,51.49623,3,4,2009
200901HT20248,-0.064698,51.526465,3,2,2009
200901HT20249,-0.049062,51.52126,3,2,2009
200901HT20250,-0.060237,51.509305,3,2,2009
200901HT20251,-0.045578,51.521831,3,2,2009
200901HT20252,-0.027567,51.511637,3,2,2009
200901HT20253,-0.022133,51.533938,3,2,2009
200901HT20254,-0.034923,51.52489,3,2,2009
200901HT20255,-0.029923,51.517163,3,1,2009
200901HT20256,-0.025783,51.49623,3,2,2009
200901HT20259,-0.071795,51.518848,3,1,2009
200901HT20260,-0.073513,51.508894,3,1,2009
200901HT20261,-0.072679,51.514995,3,2,2009
200901HT20263,-0.021389,51.52781,3,1,2009
200901HT20264,-0.008146,51.507532,3,2,2009
200901HT20265,-0.046707,51.529134,3,1,2009
200901HT20266,-0.010779,51.526462,3,1,2009
200901HT20268,-0.054986,51.514164,3,2,2009
200901HT20270,-0.060357,51.526843,3,3,2009
200901HT20271,-0.068034,51.52598,2,2,2009
200901HT20273,-0.070575,51.517029,3,1,2009
200901HT20274,-0.071837,51.521277,3,1,2009
200901HT20275,-0.009107,51.508628,3,2,2009
200901HT20276,-0.068574,51.516636,3,1,2009
200901HT20277,-0.009499,51.496314,3,2,2009
200901HT20278,-0.036115,51.513939,3,2,2009
200901HT20279,-0.061884,51.514638,3,2,2009
200901HT20280,-0.003023,51.509333,3,2,2009
200901HT20281,-0.057748,51.527159,3,2,2009
200901HT20282,-0.059864,51.514694,3,2,2009
200901HT20283,-0.074081,51.509083,3,2,2009
200901HT20284,-0.017653,51.510931,3,2,2009
200901HT20286,-0.0699,51.515939,3,1,2009
200901HT20288,-0.007753,51.506626,3,2,2009
200901HT20290,-0.045657,51.516617,3,2,2009
200901HT20291,-0.072664,51.50852,3,1,2009
200901HT20292,-0.040058,51.522818,3,2,2009
200901HT20293,-0.021152,51.510001,3,2,2009
200901HT20294,-0.013469,51.51104,3,2,2009
200901HT20295,-0.033766,51.521634,2,1,2009
200901HT20296,-0.064636,51.53132,3,2,2009
200901HT20297,-0.063253,51.526531,3,2,2009
200901HT20298,-0.025703,51.511426,3,1,2009
200901HT20299,-0.010393,51.498937,3,1,2009
200901HT20300,-0.035317,51.512397,3,2,2009
200901HT20301,-0.01588,51.525199,3,2,2009
200901HT20302,-0.056704,51.511045,3,1,2009
200901HT20303,-0.041499,51.532914,3,1,2009
200901HT20304,-0.06458,51.525833,3,2,2009
200901HT20306,-0.053304,51.529963,3,1,2009
200901HT20307,-0.014877,51.495236,3,2,2009
200901HT20311,6e-06,51.512699,3,2,2009
200901HT20312,-0.07418,51.523833,3,2,2009
200901HT20313,-0.055847,51.514268,3,2,2009
200901HT20314,-0.065713,51.509305,3,2,2009
200901HT20316,-0.040298,51.530646,2,1,2009
200901HT20317,-0.067206,51.514905,3,2,2009
200901HT20318,-0.028111,51.535747,3,2,2009
200901HT20319,-0.034021,51.512375,3,1,2009
200901HT20320,-0.008307,51.51374,3,1,2009
200901HT20321,-0.060089,51.509392,3,1,2009
200901HT20322,0.000154,51.512787,3,2,2009
200901HT20323,-0.061949,51.526689,3,1,2009
200901HT20324,-0.050825,51.527224,3,1,2009
200901HT20325,-0.006643,51.508945,3,2,2009
200901HT20326,-0.055003,51.527293,3,2,2009
200901HT20327,-0.063024,51.518344,3,2,2009
200901HT20328,-0.028659,51.526404,3,1,2009
200901HT20329,-0.02619,51.526812,3,2,2009
200901HT20330,-0.013365,51.486937,2,1,2009
200901HT20331,-0.059973,51.518923,3,1,2009
200901HT20332,-0.073596,51.524003,2,2,2009
200901HT20334,-0.074085,51.508993,3,3,2009
200901HT20335,-0.049942,51.520914,3,1,2009
200901HT20336,-0.028204,51.533591,3,1,2009
200901HT20337,-0.013161,51.494937,3,1,2009
200901HT20338,-0.053972,51.510909,3,2,2009
200901HT20340,-0.008873,51.507365,3,2,2009
200901HT20341,-0.027146,51.508033,3,2,2009
200901HT20342,-0.023383,51.518401,3,2,2009
200901HT20343,-0.063654,51.517095,3,1,2009
200901HT20344,-0.055326,51.509583,3,1,2009
200901HT20345,-0.022406,51.527648,3,2,2009
200901HT20346,-0.056041,51.519847,3,2,2009
200901HT20347,-0.034779,51.524888,3,2,2009
200901HT20348,-0.037999,51.523773,3,1,2009
200901HT20349,-0.031363,51.517187,3,1,2009
200901HT20351,-0.029779,51.51716,3,1,2009
200901HT20352,-0.042174,51.510443,3,2,2009
200901HT20353,-0.04819,51.521425,3,2,2009
200901HT20354,-0.071837,51.524694,3,3,2009
200901HT20355,-0.065054,51.528269,2,1,2009
200901HT20358,-0.03723,51.518184,3,2,2009
200901HT20359,-0.016698,51.526292,3,2,2009
200901HT20361,-0.069204,51.508553,3,2,2009
200901HT20362,-0.032297,51.53231,3,2,2009
200901HT20363,-0.007432,51.510667,3,1,2009
200901HT20364,-0.027442,51.507858,3,2,2009
200901HT20365,-0.007258,51.508057,3,2,2009
200901HT20366,-0.027419,51.515052,2,1,2009
200901HT20367,-0.02578,51.509629,3,2,2009
200901HT20369,0.001785,51.513838,3,2,2009
200901HT20370,-0.0103,51.514313,3,2,2009
200901HT20371,-0.013672,51.529568,3,2,2009
200901HT20373,-0.034779,51.524888,3,2,2009
200901HT20374,-0.020615,51.515747,3,2,2009
200901HT20375,-0.03258,51.512351,3,1,2009
200901HT20376,-0.032792,51.520808,3,2,2009
200901HT20377,-0.066967,51.51715,3,2,2009
200901HT20378,-0.07238,51.508426,2,2,2009
200901HT20380,-0.011881,51.52765,2,2,2009
200901HT20381,-0.017499,51.531072,3,2,2009
200901HT20382,-0.062833,51.509258,3,2,2009
200901HT20383,-0.073657,51.508896,3,1,2009
200901HT20384,-0.026275,51.511526,3,2,2009
200901HT20385,-0.028615,51.51741,3,2,2009
200901HT20386,-0.03258,51.512351,3,2,2009
200901HT20387,-0.015033,51.514843,3,1,2009
200901HT20388,-0.072008,51.52065,3,1,2009
200901HT20389,-0.012457,51.511112,3,2,2009
200901HT20390,-0.033659,51.514078,3,2,2009
200901HT20391,-0.028447,51.51462,3,2,2009
200901HT20392,-0.009129,51.511416,3,2,2009
200901HT20393,-0.033759,51.525141,3,2,2009
200901HT20394,-0.012461,51.511023,2,3,2009
200901HT20395,-0.038603,51.516409,3,2,2009
200901HT20396,-0.014455,51.528143,3,1,2009
200901HT20397,-0.011877,51.511193,3,1,2009
200901HT20399,-0.062434,51.528855,3,2,2009
200901HT20400,-0.025928,51.509541,3,2,2009
200901HT20401,-0.042822,51.522235,3,2,2009
200901HT20402,-0.027275,51.51505,3,3,2009
200901HT20403,-0.041074,51.522655,3,1,2009
200901HT20404,-0.009679,51.508727,2,1,2009
200901HT20405,-0.073619,51.523464,3,1,2009
200901HT20406,-0.033611,51.525228,3,2,2009
200901HT20407,-0.03963,51.512649,3,1,2009
200901HT20408,-0.033903,51.525143,3,2,2009
200901HT20409,-0.032436,51.512349,3,2,2009
200901HT20410,-0.052103,51.527695,3,3,2009
200901HT20411,-0.006248,51.514694,3,1,2009
200901HT20412,-0.022406,51.527648,3,2,2009
200901HT20413,-0.02088,51.519618,3,2,2009
200901HT20414,-0.034479,51.525153,3,2,2009
200901HT20415,-0.041519,51.515648,3,2,2009
200901HT20416,-0.010547,51.508652,3,1,2009
200901HT20417,-0.056477,51.519764,3,2,2009
200901HT20419,-0.040294,51.530736,3,2,2009
200901HT20420,-0.065573,51.509213,3,2,2009
200901HT20421,-0.059241,51.51918,3,1,2009
200901HT20422,-0.022133,51.533938,3,2,2009
200901HT20423,-0.029923,51.517163,3,2,2009
200901HT20424,-0.035211,51.524895,3,2,2009
200901HT20426,-0.019743,51.522567,3,1,2009
200901HT20428,-0.077478,51.52083,3,2,2009
200901HT20429,-0.022355,51.512179,3,2,2009
200901HT20430,-0.02585,51.511339,3,1,2009
200901HT20431,-0.053138,51.520338,3,2,2009
200901HT20432,-0.068873,51.516372,3,1,2009
200901HT20434,-0.056045,51.519757,3,2,2009
200901HT20435,-0.041366,51.512498,3,2,2009
200901HT20436,-0.014104,51.529576,3,2,2009
200901HT20438,-0.063613,51.514666,3,2,2009
200901HT20439,-0.029852,51.535507,2,2,2009
200901HT20442,-0.061517,51.513103,3,1,2009
200901HT20444,-0.068677,51.510793,3,1,2009
200901HT20445,-0.034927,51.524801,2,2,2009
200901HT20448,-0.021389,51.52781,3,2,2009
200901HT20449,-0.007172,51.510034,3,2,2009
200901HT20452,0.02122,51.545879,3,2,2009
200901HT20453,-0.057234,51.532456,3,2,2009
200901HT20457,-0.063768,51.531395,3,2,2009
200901HT20458,-0.06288,51.518341,3,1,2009
200901HT20460,-0.046302,51.521753,3,2,2009
200901HT20461,-0.041926,51.512867,3,2,2009
200901HT20462,-0.040054,51.522908,3,1,2009
200901HT20463,-0.029848,51.535597,3,2,2009
200901HT20464,-0.007126,51.507785,3,2,2009
200901HT20465,-0.033733,51.51237,3,3,2009
200901HT20466,-0.010149,51.511163,3,2,2009
200901HT20467,-0.072095,51.515166,3,1,2009
200901HT20468,-0.025602,51.527072,3,2,2009
200901HT20469,-0.032436,51.512349,3,2,2009
200901HT20471,-0.039388,51.511566,3,1,2009
200901HT20472,-0.066819,51.517237,3,2,2009
200901HT20473,-0.007176,51.509944,3,2,2009
200901HT20474,-0.034923,51.52489,3,2,2009
200901HT20475,-0.054967,51.524775,3,2,2009
200901HT20476,-0.076166,51.528002,3,2,2009
200901HT20477,-0.074415,51.518261,3,1,2009
200901HT20478,-0.013469,51.51104,3,2,2009
200901HT20479,-0.055669,51.521819,3,2,2009
200901HT20480,-0.020977,51.510717,2,1,2009
200901HT20481,-0.008305,51.507175,3,2,2009
200901HT20483,-0.065507,51.517575,3,2,2009
200901HT20484,-0.057789,51.519426,3,1,2009
200901HT20485,-0.06115,51.511568,3,2,2009
200901HT20486,-0.059245,51.51909,3,2,2009
200901HT20487,-0.024979,51.518159,3,2,2009
200901HT20488,-0.029491,51.517155,3,2,2009
200901HT20489,-0.013656,51.529928,3,3,2009
200901HT20490,-0.071685,51.524871,2,1,2009
200901HT20491,-0.030067,51.517165,3,2,2009
200901HT20492,-0.039275,51.510845,3,2,2009
200901HT20493,-0.05558,51.527303,3,2,2009
200901HT20494,-0.068506,51.514837,3,2,2009
200901HT20495,-0.018677,51.510588,3,1,2009
200901HT20496,-0.057131,51.514559,3,2,2009
200901HT20497,-0.023702,51.511033,3,2,2009
200901HT20499,-0.075723,51.52143,3,2,2009
200901HT20500,-0.040202,51.52282,3,3,2009
200901HT20501,-0.063177,51.514749,3,2,2009
200901HT20503,-0.068034,51.52598,3,2,2009
200901HT20504,-0.010477,51.523489,3,2,2009
200901HT20506,-0.024298,51.52723,3,2,2009
200901HT20507,-0.037411,51.524033,3,2,2009
200901HT20509,-0.071981,51.524696,3,1,2009
200901HT20510,-0.063024,51.518344,3,2,2009
200901HT20511,-0.040062,51.512656,3,2,2009
200901HT20513,-0.042311,51.510625,3,2,2009
200901HT20514,-0.04487,51.531621,3,2,2009
200901HT20515,-0.069609,51.516024,3,2,2009
200901HT20516,-0.021693,51.510819,3,1,2009
200901HT20517,1e-05,51.512789,2,2,2009
200901HT20518,-0.034021,51.512375,3,1,2009
200901HT20519,-0.013127,51.52884,3,2,2009
200901HT20520,-0.073657,51.508896,3,1,2009
200901HT20521,-0.015704,51.529243,3,2,2009
200901HT20523,-0.073119,51.514823,3,2,2009
200901HT20525,-0.067786,51.514825,3,2,2009
200901HT20527,-0.02575,51.526985,3,2,2009
200901HT20528,-0.063097,51.530215,3,2,2009
200901HT20530,-0.02241,51.527558,2,1,2009
200901HT20531,-0.055784,51.529285,3,2,2009
200901HT20532,0.000601,51.513139,3,3,2009
200901HT20533,-0.040294,51.530736,3,1,2009
200901HT20534,-0.029199,51.51724,3,2,2009
200901HT20535,-0.064057,51.510986,2,1,2009
200901HT20536,-0.028496,51.533506,3,2,2009
200901HT20537,-0.027496,51.5066,3,2,2009
200901HT20538,-0.072804,51.508613,3,1,2009
200901HT20539,-0.062873,51.518521,3,2,2009
200901HT20541,-0.055864,51.527398,3,2,2009
200901HT20542,-0.010725,51.511173,2,2,2009
200901HT20543,-0.060448,51.514524,3,2,2009
200901HT20544,-0.009247,51.50872,3,2,2009
200901HT20545,-0.008305,51.507175,3,2,2009
200901HT20546,-0.061884,51.514638,3,2,2009
200901HT20547,-0.045539,51.529474,3,2,2009
200901HT20548,-0.034779,51.524888,3,2,2009
200901HT20549,-0.064765,51.514685,3,2,2009
200901HT20550,-0.046302,51.521753,3,2,2009
200901HT20551,-0.073319,51.516894,3,2,2009
200901HT20552,-0.07095,51.521801,3,2,2009
200901HT20553,-0.057755,51.530397,2,1,2009
200901HT20555,-0.00702,51.510211,3,2,2009
200901HT20556,-0.034487,51.524973,3,2,2009
200901HT20557,-0.008862,51.507634,3,2,2009
200901HT20558,-0.014243,51.513121,3,1,2009
200901HT20560,-0.05183,51.520586,3,2,2009
200901HT20561,-0.075719,51.528355,3,1,2009
200901HT20562,-0.020989,51.500465,3,2,2009
200901HT20563,-0.048776,51.524582,3,3,2009
200901HT20564,-0.020837,51.500643,3,2,2009
200901HT20565,-0.049794,51.521002,3,2,2009
200901HT20566,-0.076208,51.527014,3,1,2009
200901HT20567,-0.042311,51.510625,2,4,2009
200901HT20568,-0.032007,51.525651,2,2,2009
200901HT20569,-0.022129,51.534028,3,2,2009
200901HT20570,-0.06843,51.516634,3,1,2009
200901HT20571,-0.036979,51.513954,3,2,2009
200901HT20573,-0.04717,51.521678,3,2,2009
200901HT20574,-0.073418,51.514558,3,2,2009
200901HT20575,-0.071807,51.521995,3,1,2009
200901HT20577,-0.05645,51.530555,3,2,2009
200901HT20578,-0.044367,51.513088,3,1,2009
200901HT20579,-0.03991,51.522905,3,2,2009
200901HT20580,-0.066847,51.52677,2,1,2009
200901HT20581,-0.047708,51.515841,3,2,2009
200901HT20582,-0.021273,51.510542,3,1,2009
200901HT20583,-0.061884,51.514638,3,2,2009
200901HT20584,-0.06168,51.526235,3,2,2009
200901HT20586,-0.051685,51.513839,3,2,2009
200901HT20587,-0.022554,51.510923,3,2,2009
200901HT20588,-0.012601,51.511115,3,2,2009
200901HT20589,-0.021121,51.510719,3,2,2009
200901HT20592,-0.062759,51.5178,3,2,2009
200901HT20593,-0.009254,51.511867,3,2,2009
200901HT20594,-0.070218,51.525476,3,1,2009
200901HT20595,-0.063036,51.514657,3,2,2009
200901HT20596,-0.025632,51.509716,3,1,2009
200901HT20597,-0.059987,51.52198,3,2,2009
200901HT20598,-0.025317,51.503686,3,2,2009
200901HT20599,-0.041343,51.533181,3,2,2009
200901HT20600,-0.047387,51.513228,3,2,2009
200901HT20601,-0.008777,51.489737,3,1,2009
200901HT20604,-0.02575,51.526985,3,2,2009
200901HT20605,-0.06862,51.508724,3,2,2009
200901HT20606,0.000749,51.513226,3,2,2009
200901HT20607,-0.056856,51.531191,3,2,2009
200901HT20608,-0.062876,51.518431,3,1,2009
200901HT20609,-0.067111,51.517152,3,2,2009
200901HT20610,-0.057937,51.519339,3,2,2009
200901HT20612,-0.06615,51.526219,3,2,2009
200901HT20613,-0.018474,51.521916,3,1,2009
200901HT20615,-0.073319,51.516894,2,1,2009
200901HT20616,-0.068798,51.511334,3,2,2009
200901HT20617,-0.063024,51.518344,3,2,2009
200901HT20618,-0.067745,51.508979,3,2,2009
200901HT20619,-0.066637,51.514716,3,2,2009
200901HT20620,-0.055894,51.519934,3,2,2009
200901HT20621,-0.029779,51.51716,3,2,2009
200901HT20622,-0.053453,51.509552,3,2,2009
200901HT20623,-0.069609,51.516024,3,1,2009
200901HT20625,-0.071833,51.524784,3,2,2009
200901HT20626,-0.06721,51.514815,3,2,2009
200901HT20627,-0.034927,51.524801,3,1,2009
200901HT20629,-0.053901,51.532851,2,2,2009
200901HT20630,-0.073793,51.509078,3,2,2009
200901HT20631,-0.062134,51.515541,3,2,2009
200901HT20632,-0.008536,51.515093,3,3,2009
200901HT20633,-0.046302,51.521753,3,2,2009
200901HT20634,-0.026719,51.517918,3,1,2009
200901HT20635,-0.022433,51.517037,3,2,2009
200901HT20636,-0.026888,51.534018,3,1,2009
200901HT20637,-0.060483,51.523877,3,1,2009
200901HT20638,-0.073797,51.508989,3,3,2009
200901HT20639,-0.070422,51.530875,3,1,2009
200901HT20640,-0.07498,51.515123,3,1,2009
200901HT20641,-0.048676,51.513429,3,2,2009
200901HT20642,-0.026888,51.534018,3,1,2009
200901HT20643,-0.071004,51.510292,3,2,2009
200901HT20644,-0.05656,51.511042,3,2,2009
200901HT20645,-0.056287,51.52084,3,2,2009
200901HT20646,-0.040062,51.512656,3,1,2009
200901HT20649,-0.03891,51.512637,3,2,2009
200901HT20651,-0.007541,51.511479,3,2,2009
200901HT20654,-0.065197,51.514692,3,2,2009
200901HT20655,-0.056481,51.519674,3,2,2009
200901HT20656,-0.044338,51.51039,3,2,2009
200901HT20657,-0.056477,51.519764,2,2,2009
200901HT20660,-0.053832,51.510817,3,2,2009
200901HT20662,-0.043643,51.513166,3,2,2009
200901HT20663,-0.034919,51.52498,3,1,2009
200901HT20665,-0.022071,51.535376,3,2,2009
200901HT20666,-0.040553,51.514643,3,2,2009
200901HT20667,-0.057139,51.514379,2,1,2009
200901HT20668,-0.022137,51.533848,3,2,2009
200901HT20669,-0.064709,51.509199,3,1,2009
200901HT20670,-0.034027,51.522267,3,2,2009
200901HT20671,-0.051253,51.513832,3,2,2009
200901HT20674,-0.064206,51.521061,3,2,2009
200901HT20675,-0.063624,51.531393,3,2,2009
200901HT20676,-0.021681,51.527725,3,2,2009
200901HT20677,-0.057219,51.532816,2,2,2009
200901HT20678,-0.068646,51.514929,3,1,2009
200901HT20680,-0.025986,51.498211,3,2,2009
200901HT20681,-0.072683,51.514906,3,1,2009
200901HT20682,-0.068646,51.514929,3,2,2009
200901HT20683,-0.073319,51.516894,3,2,2009
200901HT20684,-0.071398,51.514615,3,2,2009
200901HT20686,-0.06288,51.518341,3,2,2009
200901HT20687,-0.007833,51.511394,2,1,2009
200901HT20688,-0.014243,51.513121,2,2,2009
200901HT20689,-0.013465,51.51113,3,2,2009
200901HT20690,-0.03947,51.523078,3,1,2009
200901HT20693,-0.066493,51.514714,3,2,2009
200901HT20694,-0.008029,51.506901,3,1,2009
200901HT20695,-0.071458,51.523429,3,2,2009
200901HT20696,-0.076568,51.521894,3,2,2009
200901HT20697,-0.05691,51.509609,3,2,2009
200901HT20698,-0.061884,51.514638,3,2,2009
200901HT20699,-0.044554,51.522174,3,2,2009
200901HT20700,-0.056222,51.532529,3,1,2009
200901HT20701,-0.027197,51.51352,3,1,2009
200901HT20702,-0.06505,51.528359,3,2,2009
200901HT20703,-0.060538,51.529364,2,2,2009
200901HT20704,-0.060549,51.518932,3,1,2009
200901HT20705,-0.073191,51.513115,3,1,2009
200901HT20706,-0.053597,51.509554,3,2,2009
200901HT20707,-0.071833,51.524784,3,1,2009
200901HT20708,-0.063537,51.513046,3,1,2009
200901HT20709,-0.044558,51.522084,3,2,2009
200901HT20710,-0.070567,51.517209,3,1,2009
200901HT20711,-0.052247,51.527697,3,2,2009
200901HT20712,-0.063097,51.530215,3,1,2009
200901HT20713,-0.028079,51.526484,3,1,2009
200901HT20714,-0.060649,51.526757,3,2,2009
200901HT20715,-0.055931,51.529197,2,1,2009
200901HT20717,-0.065939,51.517582,3,1,2009
200901HT20719,-0.074817,51.518987,3,4,2009
200901HT20720,-0.021121,51.510719,3,1,2009
200901HT20721,-0.066489,51.514804,2,2,2009
200901HT20722,-0.032584,51.512261,3,2,2009
200901HT20723,-0.070074,51.525474,3,2,2009
200901HT20724,-0.014244,51.529668,3,2,2009
200901HT20725,-0.053902,51.522689,3,1,2009
200901HT20726,-0.04703,51.521585,3,1,2009
200901HT20727,-0.074426,51.524826,3,2,2009
200901HT20728,-0.023095,51.518397,3,1,2009
200901HT20729,-0.063177,51.514749,3,1,2009
200901HT20730,-0.063024,51.518344,3,2,2009
200901HT20732,-0.063353,51.524194,3,2,2009
200901HT20733,-0.067846,51.516804,2,2,2009
200901HT20734,-0.055724,51.527305,3,2,2009
200901HT20735,-0.017787,51.531077,3,2,2009
200901HT20736,-0.024838,51.50143,3,1,2009
200901HT20738,-0.016949,51.507232,3,2,2009
200901HT20739,-0.014236,51.529848,3,2,2009
200901HT20740,-0.064923,51.517745,3,2,2009
200901HT20742,-0.02564,51.509537,3,1,2009
200901HT20743,-0.04195,51.5224,3,1,2009
200901HT20744,-0.02575,51.526985,3,2,2009
200901HT20745,-0.027929,51.513262,3,1,2009
200901HT20746,-0.05656,51.511042,3,2,2009
200901HT20747,-0.060985,51.518849,3,1,2009
200901HT20748,-0.045434,51.521829,3,2,2009
200901HT20749,-0.074627,51.520063,3,1,2009
200901HT20750,-0.054838,51.514251,3,1,2009
200901HT20751,-0.008453,51.507088,3,2,2009
200901HT20752,-0.056341,51.519582,3,2,2009
200901HT20753,-0.014676,51.529675,3,2,2009
200901HT20754,-0.019501,51.528138,3,1,2009
200901HT20755,-0.053597,51.509554,3,2,2009
200901HT20756,-0.024057,51.532801,3,2,2009
200901HT20757,-0.07653,51.52621,3,2,2009
200901HT20758,-0.074521,51.519162,3,1,2009
200901HT20759,-0.067227,51.521201,3,2,2009
200901HT20760,-0.068677,51.510793,3,1,2009
200901HT20762,-0.041354,51.512768,3,2,2009
200901HT20763,-0.017639,51.531164,3,2,2009
200901HT20764,-0.07269,51.511309,3,2,2009
200901HT20765,-0.07283,51.514818,3,1,2009
200901HT20766,-0.059262,51.525476,3,2,2009
200901HT20767,-0.02005,51.528777,3,2,2009
200901HT20768,-0.025461,51.51367,3,2,2009
200901HT20769,-0.033877,51.512373,3,2,2009
200901HT20770,-0.06721,51.514815,3,1,2009
200901HT20771,-0.022554,51.510923,3,1,2009
200901HT20772,-0.031819,51.519982,3,2,2009
200901HT20774,-0.027851,51.511732,3,1,2009
200901HT20775,-0.008025,51.50699,3,2,2009
200901HT20776,-0.075055,51.523578,3,2,2009
200901HT20777,-0.018318,51.522183,3,1,2009
200901HT20778,-0.047387,51.513228,3,2,2009
200901HT20781,-0.066815,51.517327,3,2,2009
200901HT20782,-0.011605,51.527375,3,2,2009
200901HT20783,-0.059555,51.532135,3,1,2009
200901HT20784,-0.064189,51.514676,3,2,2009
200901HT20786,-0.026058,51.533195,3,1,2009
200901HT20787,-0.055277,51.517496,2,2,2009
200901HT20788,-0.01061,51.520434,3,2,2009
200901HT20789,-0.072497,51.515892,2,1,2009
200901HT20792,-0.014077,51.507003,3,2,2009
200901HT20794,-0.026822,51.538873,3,1,2009
200901HT20795,-0.060549,51.518932,3,2,2009
200901HT20796,-0.028579,51.514892,3,1,2009
200901HT20797,-0.02255,51.52765,3,1,2009
200901HT20798,-0.031507,51.517189,3,2,2009
200901HT20800,-0.028995,51.511931,2,1,2009
200901HT20801,-0.02731,51.507586,3,2,2009
200901HT20802,-0.010504,51.52286,3,2,2009
200901HT20803,-0.027351,51.526652,3,1,2009
200901HT20804,-0.059529,51.519185,3,1,2009
200901HT20806,-0.036146,51.52662,2,2,2009
200901HT20807,-0.070806,51.525216,3,2,2009
200901HT20809,-0.063683,51.519793,3,2,2009
200901HT20811,-0.075055,51.523578,3,2,2009
200901HT20813,-0.027368,51.506238,3,2,2009
200901HT20814,-0.024239,51.508614,3,2,2009
200901HT20816,-0.049646,51.521089,3,2,2009
200901HT20817,-0.025605,51.503691,3,2,2009
200901HT20818,-0.071864,51.520647,3,2,2009
200901HT20825,-0.046446,51.521756,3,2,2009
200901HT20826,-0.073653,51.508986,3,2,2009
200901HT20827,-0.071833,51.524784,2,1,2009
200901HT20828,-0.055273,51.517586,3,2,2009
200901HT20829,-0.071867,51.530809,3,2,2009
200901HT20830,-0.034185,51.531982,2,2,2009
200901HT20832,-0.052026,51.522748,3,1,2009
200901HT20833,-0.041779,51.533099,3,1,2009
200901HT20834,-0.03913,51.530986,3,2,2009
200901HT20835,-0.026761,51.510275,3,1,2009
200901HT20837,-0.040154,51.530643,3,2,2009
200901HT20838,-0.0055,51.505419,3,1,2009
200901HT20839,-0.015373,51.530227,3,2,2009
200901HT20842,-0.02982,51.532898,3,2,2009
200901HT29004,-0.075726,51.52134,2,2,2009
200901HT29008,-0.05656,51.511042,3,2,2009
200901HT29010,-0.07349,51.509433,3,2,2009
200901HT29012,-0.057094,51.532364,2,2,2009
200901HT29016,-0.063613,51.514666,3,2,2009
200901HT29029,-0.028659,51.526404,2,1,2009
200901HT29047,-0.06115,51.511568,3,2,2009
200901HT29055,-0.017215,51.530977,3,1,2009
200901HT29080,-0.027968,51.512364,3,1,2009
200901HT29109,-0.054978,51.524505,3,2,2009
200901HT76747,-0.033463,51.525316,1,1,2009
200901HT76757,-0.071026,51.523421,3,1,2009
200901HT76758,-0.021389,51.52781,3,2,2009
200901HT76760,-0.035067,51.524893,3,1,2009
200901HT76762,-0.030502,51.533809,3,1,2009
200901HT76764,-0.050001,51.516149,1,1,2009
200901HT76768,-0.027216,51.506416,3,2,2009
200901HT76769,-0.0592,51.526913,3,1,2009
200901HT76774,-0.01954,51.520585,3,2,2009
200901HT76803,-0.074824,51.525642,3,2,2009
200901HT76826,-0.056751,51.526873,3,1,2009
200901HT76833,-0.022445,51.533404,3,2,2009
200901HT76834,-0.028632,51.533688,3,1,2009
200901HT76847,-0.033167,51.52549,3,2,2009
200901HT76858,-0.056004,51.52749,3,1,2009
200901HT76864,-0.070492,51.515589,3,2,2009
200901HT76870,-0.047606,51.521595,3,2,2009
200901HT76884,-0.068109,51.531017,3,2,2009
200901HT76885,-0.042605,51.517195,3,1,2009
200901HT76887,-0.027935,51.526482,3,2,2009
200901HT76906,-0.008959,51.508715,3,2,2009
200901HT76911,-0.038146,51.523685,2,1,2009
200901HT76931,-0.03697,51.534277,3,2,2009
200901HT76933,-0.059699,51.532137,2,2,2009
200901HT76935,-0.014517,51.530032,3,2,2009
200901HT76937,-0.038621,51.512632,3,2,2009
200901HT76948,-0.062296,51.518511,3,2,2009
200901HT76952,-0.058833,51.515217,3,2,2009
200901HT76959,-0.015694,51.522858,3,2,2009
200901HT76964,-0.020953,51.527893,2,1,2009
200901HT76967,-0.026877,51.540942,3,2,2009
200901HT76979,-0.028416,51.512011,3,2,2009
200901HT77003,-0.071712,51.520825,2,1,2009
